purchase_days_before_daprture,airline,baggage_weight,baggage_pieces,price
2,alpha,0.3333333333333333,1,9403.0
15,gamma,0.4444444444444444,2,11425.0
3,omega,0.4444444444444444,1,9000.0
18,gamma,0.4444444444444444,1,7640.0
2,alpha,0.3333333333333333,1,12945.0
1,alpha,0.3333333333333333,1,9045.0
5,alpha,0.7777777777777778,1,13277.0
9,alpha,0.3333333333333333,1,12945.0
14,gamma,0.0,0,9030.0
4,gamma,0.4444444444444444,2,8890.0
14,gamma,0.4444444444444444,2,8500.0
7,beta,0.8888888888888888,0,13090.0
5,alpha,0.3333333333333333,1,9798.0
3,alpha,0.4444444444444444,1,25345.0
4,gamma,0.4444444444444444,2,8390.0
8,beta,0.4444444444444444,0,7370.0
10,alpha,0.4444444444444444,1,10545.0
6,alpha,0.3333333333333333,1,9798.0
0,alpha,0.7777777777777778,1,8132.0
22,gamma,0.4444444444444444,1,10285.0
0,alpha,0.4444444444444444,1,17745.0
1,gamma,0.7111111111111111,1,9150.0
10,gamma,0.4444444444444444,2,10785.0
12,gamma,0.4444444444444444,2,12045.0
2,gamma,0.4444444444444444,2,8390.0
5,omega,0.4444444444444444,1,9000.0
9,alpha,0.4444444444444444,1,6810.0
4,gamma,0.4444444444444444,1,10425.0
25,alpha,0.0,0,8739.0
18,beta,0.4444444444444444,0,11825.0
12,alpha,0.3333333333333333,1,14945.0
10,alpha,0.4444444444444444,1,8381.0
35,gamma,0.4444444444444444,1,12560.0
3,gamma,0.4444444444444444,1,8750.0
79,alpha,0.4444444444444444,1,8381.0
51,alpha,0.7777777777777778,1,7520.0
6,alpha,0.7777777777777778,1,11072.0
8,gamma,0.4444444444444444,1,7390.0
0,beta,0.8888888888888888,0,15029.0
5,gamma,0.7111111111111111,1,9150.0
58,gamma,0.4444444444444444,2,10800.0
2,gamma,0.4444444444444444,1,12500.0
9,gamma,0.4444444444444444,1,7765.0
34,alpha,0.7777777777777778,1,9707.0
13,beta,0.4444444444444444,0,7222.0
65,alpha,0.7777777777777778,1,7520.0
7,alpha,0.4444444444444444,1,7524.0
41,alpha,0.3333333333333333,1,12495.0
2,alpha,0.7777777777777778,1,9707.0
45,alpha,0.7777777777777778,1,8605.0
1,gamma,0.4444444444444444,1,12500.0
71,alpha,0.3333333333333333,1,6810.0
10,gamma,0.4444444444444444,2,17090.0
5,beta,0.7777777777777778,0,9564.0
16,omega,0.4444444444444444,1,7950.0
7,gamma,0.4444444444444444,2,7900.0
2,gamma,0.4444444444444444,2,21120.0
8,alpha,0.0,0,8739.0
6,beta,0.4444444444444444,0,9030.0
11,gamma,0.4444444444444444,1,9280.0
1,alpha,0.7777777777777778,1,11072.0
15,gamma,0.4444444444444444,1,7500.0
3,alpha,0.7777777777777778,1,7150.0
55,beta,0.4444444444444444,0,6375.0
14,beta,0.8888888888888888,0,10910.0
3,gamma,0.4444444444444444,2,11900.0
5,alpha,0.4444444444444444,1,7524.0
8,gamma,0.4444444444444444,2,8245.0
6,beta,0.7777777777777778,0,9564.0
2,beta,0.4444444444444444,0,9051.0
5,gamma,0.4444444444444444,1,8750.0
21,alpha,0.7777777777777778,1,7524.0
2,gamma,0.4444444444444444,2,12300.0
12,gamma,0.4444444444444444,2,11900.0
7,gamma,0.4444444444444444,2,7620.0
12,beta,0.4444444444444444,0,7392.0
17,alpha,0.7777777777777778,1,7900.0
3,alpha,0.3333333333333333,1,8749.0
10,beta,0.4444444444444444,0,6580.0
43,beta,0.8888888888888888,0,8012.0
14,alpha,0.3333333333333333,1,7150.0
10,beta,0.4444444444444444,0,9030.0
2,gamma,0.4444444444444444,1,10285.0
1,alpha,0.4444444444444444,1,8381.0
19,alpha,0.0,0,8739.0
45,gamma,0.4444444444444444,1,8650.0
6,alpha,0.7777777777777778,1,11072.0
17,gamma,0.4444444444444444,1,8100.0
40,alpha,0.3333333333333333,1,7796.0
8,alpha,0.7777777777777778,1,10545.0
5,alpha,0.3333333333333333,1,6495.0
2,gamma,0.4444444444444444,2,14130.0
0,beta,0.4444444444444444,0,6470.0
2,alpha,0.7777777777777778,1,10799.0
26,alpha,0.7777777777777778,1,8290.0
27,beta,0.4444444444444444,0,11452.0
11,alpha,0.3333333333333333,1,9602.0
23,gamma,0.7111111111111111,2,13750.0
15,alpha,0.7777777777777778,1,12645.0
18,gamma,0.4444444444444444,1,10285.0
5,beta,0.8888888888888888,0,13270.0
7,gamma,0.7111111111111111,2,10400.0
9,gamma,0.4444444444444444,2,8765.0
12,alpha,0.4444444444444444,1,17745.0
12,gamma,0.4444444444444444,1,6870.0
12,gamma,0.4444444444444444,1,6620.0
7,beta,0.4444444444444444,0,6522.0
5,gamma,0.4444444444444444,2,12045.0
5,gamma,0.4444444444444444,2,7900.0
11,alpha,0.4444444444444444,1,10227.0
9,alpha,0.0,0,8739.0
12,gamma,0.4444444444444444,2,10785.0
6,alpha,0.7777777777777778,1,7124.0
1,alpha,0.3333333333333333,1,11245.0
13,beta,0.4444444444444444,0,7374.0
3,gamma,0.4444444444444444,1,10665.0
5,alpha,0.3333333333333333,1,18945.0
5,gamma,0.4444444444444444,1,9800.0
6,beta,0.8888888888888888,0,13470.0
6,beta,0.8888888888888888,0,11080.0
2,beta,0.8888888888888888,0,19860.0
7,gamma,0.4444444444444444,2,15065.0
10,beta,0.8888888888888888,0,8716.0
1,alpha,0.0,0,8739.0
1,alpha,0.3333333333333333,1,8390.0
4,alpha,0.7777777777777778,1,7124.0
5,alpha,0.3333333333333333,1,7524.0
3,alpha,0.7777777777777778,1,12500.0
3,beta,0.4444444444444444,0,9040.0
11,alpha,0.3333333333333333,1,9403.0
16,alpha,0.3333333333333333,1,9045.0
134,gamma,0.4444444444444444,1,12050.0
10,gamma,0.4444444444444444,2,11300.0
6,alpha,0.7777777777777778,1,9707.0
58,gamma,0.4444444444444444,1,6620.0
5,alpha,0.7777777777777778,1,14645.0
5,alpha,0.3333333333333333,1,9045.0
10,gamma,0.4444444444444444,2,10280.0
40,alpha,0.3333333333333333,1,9497.0
21,alpha,0.0,0,8739.0
5,alpha,0.4444444444444444,1,6785.0
11,beta,0.4444444444444444,0,7280.0
20,gamma,0.4444444444444444,1,6900.0
85,gamma,0.4444444444444444,1,9530.0
9,gamma,0.4444444444444444,2,14130.0
9,gamma,0.4444444444444444,1,7765.0
10,alpha,0.3333333333333333,1,9403.0
25,alpha,0.4444444444444444,1,10227.0
64,alpha,0.7777777777777778,1,7520.0
3,beta,0.4444444444444444,0,6440.0
11,gamma,0.4444444444444444,1,9800.0
59,gamma,0.4444444444444444,1,6900.0
9,omega,0.4444444444444444,1,10100.0
12,alpha,0.3333333333333333,1,6531.0
51,beta,0.8888888888888888,0,8034.0
18,alpha,0.3333333333333333,1,11245.0
1,gamma,0.4444444444444444,2,16075.0
34,alpha,0.4444444444444444,1,10227.0
5,alpha,0.3333333333333333,1,11807.0
23,beta,0.4444444444444444,0,10036.0
11,alpha,0.7777777777777778,1,13277.0
1,beta,0.8888888888888888,0,19700.0
7,alpha,0.7777777777777778,1,7124.0
16,gamma,0.4444444444444444,2,14000.0
19,beta,0.4444444444444444,0,8707.0
7,gamma,0.0,0,8525.0
0,gamma,0.4444444444444444,2,18090.0
10,beta,0.4444444444444444,0,6723.0
76,alpha,0.3333333333333333,1,8027.0
13,alpha,0.3333333333333333,1,8132.0
6,gamma,0.4444444444444444,2,13560.0
3,alpha,0.7777777777777778,1,12500.0
4,gamma,0.4444444444444444,1,7500.0
16,gamma,0.7111111111111111,1,9150.0
30,beta,0.4444444444444444,0,10067.0
43,alpha,0.4444444444444444,1,7524.0
5,gamma,0.0,0,8155.0
24,alpha,0.3333333333333333,1,7524.0
7,alpha,0.3333333333333333,1,7524.0
21,beta,0.4444444444444444,0,7479.0
19,beta,0.4444444444444444,0,7479.0
15,gamma,0.4444444444444444,2,9750.0
4,alpha,0.3333333333333333,1,8027.0
31,alpha,0.0,0,8739.0
23,gamma,0.4444444444444444,1,10285.0
5,alpha,0.7777777777777778,1,14645.0
42,alpha,0.7777777777777778,1,10545.0
3,alpha,0.3333333333333333,1,9045.0
83,alpha,0.7777777777777778,1,9707.0
2,alpha,0.3333333333333333,1,13592.0
31,alpha,0.0,0,8739.0
29,alpha,0.7777777777777778,1,9707.0
28,gamma,0.4444444444444444,2,9145.0
2,gamma,0.4444444444444444,1,6620.0
13,gamma,0.4444444444444444,1,10900.0
8,alpha,0.3333333333333333,1,9403.0
24,alpha,0.3333333333333333,1,7796.0
10,gamma,0.4444444444444444,1,10285.0
13,beta,0.4444444444444444,0,6880.0
7,gamma,0.4444444444444444,1,10900.0
53,alpha,0.4444444444444444,1,7524.0
3,alpha,0.7777777777777778,1,7150.0
8,beta,0.4444444444444444,0,6755.0
8,gamma,0.4444444444444444,1,12500.0
5,alpha,0.7777777777777778,1,10799.0
26,alpha,0.7777777777777778,1,10799.0
1,gamma,0.4444444444444444,2,11900.0
21,alpha,0.3333333333333333,1,11245.0
12,gamma,0.4444444444444444,1,10900.0
111,alpha,0.3333333333333333,1,7796.0
29,alpha,0.7777777777777778,1,8290.0
4,gamma,0.4444444444444444,1,8750.0
43,beta,0.8888888888888888,0,11625.0
13,alpha,0.0,0,8739.0
18,gamma,0.4444444444444444,1,8750.0
3,alpha,0.7777777777777778,1,10006.0
12,omega,0.4444444444444444,1,6870.0
8,gamma,0.7111111111111111,1,8900.0
3,alpha,0.3333333333333333,1,9045.0
2,alpha,0.3333333333333333,1,18945.0
32,alpha,0.4444444444444444,1,8381.0
17,alpha,0.3333333333333333,1,7124.0
3,gamma,0.4444444444444444,1,7390.0
62,alpha,0.3333333333333333,1,6810.0
7,gamma,0.0,0,7065.0
11,gamma,0.4444444444444444,2,11900.0
7,gamma,0.4444444444444444,2,17090.0
29,gamma,0.4444444444444444,1,12560.0
2,alpha,0.3333333333333333,1,9045.0
14,alpha,0.3333333333333333,1,9403.0
2,alpha,0.7777777777777778,1,22445.0
2,alpha,0.3333333333333333,1,14945.0
1,gamma,0.4444444444444444,2,9025.0
3,alpha,0.7777777777777778,1,7150.0
64,alpha,0.7777777777777778,1,8605.0
8,alpha,0.3333333333333333,1,14945.0
1,alpha,0.7777777777777778,1,7124.0
58,alpha,0.7777777777777778,1,9707.0
25,alpha,0.3333333333333333,1,7497.0
7,alpha,0.7777777777777778,1,10545.0
13,gamma,0.4444444444444444,1,9800.0
7,alpha,0.7777777777777778,1,5996.0
99,gamma,0.4444444444444444,2,13560.0
9,alpha,0.7777777777777778,1,14645.0
6,alpha,0.3333333333333333,1,9497.0
6,gamma,0.4444444444444444,1,10900.0
6,gamma,0.4444444444444444,1,7640.0
28,alpha,0.3333333333333333,1,6531.0
2,alpha,0.3333333333333333,1,9798.0
11,alpha,0.3333333333333333,1,6495.0
0,alpha,0.0,0,8739.0
1,omega,0.4444444444444444,1,15000.0
4,beta,0.8888888888888888,0,13350.0
10,gamma,0.4444444444444444,2,8890.0
4,gamma,0.4444444444444444,1,16090.0
13,omega,0.4444444444444444,1,13450.0
25,alpha,0.4444444444444444,1,10227.0
5,gamma,0.4444444444444444,2,9775.0
11,gamma,0.4444444444444444,1,10285.0
31,gamma,0.4444444444444444,1,8750.0
8,beta,0.7777777777777778,0,9522.0
16,gamma,0.4444444444444444,1,14065.0
12,gamma,0.4444444444444444,1,7765.0
14,gamma,0.4444444444444444,2,7870.0
2,alpha,0.3333333333333333,1,7124.0
6,alpha,0.7777777777777778,1,19545.0
1,alpha,0.7777777777777778,1,19545.0
10,alpha,0.4444444444444444,1,12645.0
14,alpha,0.3333333333333333,1,6850.0
13,alpha,0.7777777777777778,1,11072.0
21,alpha,0.7777777777777778,1,9707.0
21,alpha,0.7777777777777778,1,9707.0
40,gamma,0.7111111111111111,1,9405.0
20,gamma,0.4444444444444444,2,10280.0
32,gamma,0.4444444444444444,2,8500.0
0,beta,0.8888888888888888,0,15980.0
17,gamma,0.4444444444444444,1,7640.0
8,alpha,0.7777777777777778,1,12645.0
4,alpha,0.3333333333333333,1,7124.0
6,alpha,0.7777777777777778,1,14645.0
23,alpha,0.4444444444444444,1,7524.0
12,alpha,0.3333333333333333,1,11245.0
1,alpha,0.3333333333333333,1,7150.0
29,gamma,0.4444444444444444,2,7900.0
4,omega,0.4444444444444444,1,27000.0
16,alpha,0.7777777777777778,1,7150.0
1,alpha,0.7777777777777778,1,6995.0
17,beta,0.8888888888888888,0,9160.0
14,beta,0.8888888888888888,0,8260.0
6,gamma,0.7111111111111111,1,9150.0
1,gamma,0.4444444444444444,2,13560.0
6,beta,0.8888888888888888,0,13190.0
30,gamma,0.4444444444444444,2,9650.0
1,alpha,0.7777777777777778,1,17745.0
0,alpha,0.3333333333333333,1,9045.0
3,alpha,0.7777777777777778,1,9707.0
26,gamma,0.4444444444444444,2,9145.0
23,beta,0.4444444444444444,0,7230.0
26,gamma,0.4444444444444444,2,7870.0
30,alpha,0.7777777777777778,1,7150.0
2,alpha,0.7777777777777778,1,13277.0
5,alpha,0.7777777777777778,1,8027.0
55,beta,0.8888888888888888,0,8170.0
8,alpha,0.3333333333333333,1,7524.0
4,omega,0.4444444444444444,1,9000.0
3,beta,0.4444444444444444,0,10534.0
1,alpha,0.0,0,8739.0
4,gamma,0.4444444444444444,1,9785.0
10,alpha,0.7777777777777778,1,10442.0
10,alpha,0.7777777777777778,1,13277.0
2,gamma,0.4444444444444444,1,28185.0
27,alpha,0.3333333333333333,1,7524.0
3,gamma,0.4444444444444444,1,11800.0
1,gamma,0.7111111111111111,1,10160.0
1,alpha,0.3333333333333333,1,23895.0
113,alpha,0.3333333333333333,1,9045.0
41,beta,0.8888888888888888,0,8034.0
33,beta,0.8888888888888888,0,8380.0
19,gamma,0.4444444444444444,2,21120.0
34,gamma,0.4444444444444444,1,10425.0
5,beta,0.8888888888888888,0,13340.0
19,beta,0.8888888888888888,0,12860.0
7,gamma,0.4444444444444444,2,14000.0
3,alpha,0.4444444444444444,1,10227.0
38,gamma,0.4444444444444444,1,9655.0
16,alpha,0.3333333333333333,1,9045.0
1,alpha,0.7777777777777778,1,8800.0
23,gamma,0.4444444444444444,1,10285.0
7,alpha,0.7777777777777778,1,8027.0
38,alpha,0.4444444444444444,1,9799.0
5,beta,0.8888888888888888,0,17760.0
3,beta,0.4444444444444444,0,7374.0
3,beta,0.8888888888888888,0,15390.0
13,alpha,0.7777777777777778,1,12500.0
23,alpha,0.7777777777777778,1,10799.0
0,gamma,0.4444444444444444,1,10900.0
45,alpha,0.7777777777777778,1,9707.0
9,omega,0.4444444444444444,1,11100.0
3,alpha,0.3333333333333333,1,9798.0
28,alpha,0.7777777777777778,1,8290.0
3,alpha,0.7777777777777778,1,17745.0
11,gamma,0.4444444444444444,2,12800.0
2,gamma,0.0,0,10170.0
15,alpha,0.3333333333333333,1,9045.0
4,alpha,0.3333333333333333,1,9798.0
58,gamma,0.4444444444444444,2,10800.0
5,alpha,0.7777777777777778,1,19545.0
1,alpha,0.7777777777777778,1,17745.0
10,alpha,0.3333333333333333,1,6494.0
2,beta,0.4444444444444444,0,7390.0
32,gamma,0.4444444444444444,2,8765.0
13,alpha,0.4444444444444444,1,14645.0
60,gamma,0.4444444444444444,2,7870.0
1,alpha,0.3333333333333333,1,11245.0
21,alpha,0.3333333333333333,1,11245.0
24,alpha,0.7777777777777778,1,8027.0
10,alpha,0.3333333333333333,1,7524.0
2,beta,0.4444444444444444,0,7361.0
16,alpha,0.7777777777777778,1,10545.0
7,alpha,0.7777777777777778,1,22445.0
16,alpha,0.3333333333333333,1,14945.0
14,gamma,0.4444444444444444,1,8750.0
11,gamma,0.4444444444444444,2,10800.0
10,beta,0.4444444444444444,0,7385.0
11,alpha,0.3333333333333333,1,9403.0
28,gamma,0.4444444444444444,1,6870.0
1,alpha,0.3333333333333333,1,9798.0
17,gamma,0.4444444444444444,1,8650.0
9,alpha,0.7777777777777778,1,8027.0
2,gamma,0.4444444444444444,2,7870.0
1,alpha,0.4444444444444444,1,9799.0
2,alpha,0.3333333333333333,1,5495.0
10,alpha,0.7777777777777778,1,12645.0
6,alpha,0.7777777777777778,1,19545.0
4,beta,0.8888888888888888,0,15820.0
6,alpha,0.4444444444444444,1,10545.0
9,beta,0.8888888888888888,0,17480.0
11,alpha,0.7777777777777778,1,7124.0
4,gamma,0.4444444444444444,2,8765.0
2,gamma,0.4444444444444444,2,10000.0
115,beta,0.4444444444444444,0,6776.0
2,alpha,0.3333333333333333,1,14327.0
2,alpha,0.3333333333333333,1,14945.0
4,gamma,0.4444444444444444,1,9800.0
6,alpha,0.3333333333333333,1,9045.0
3,gamma,0.4444444444444444,1,14065.0
19,alpha,0.0,0,8739.0
9,gamma,0.4444444444444444,2,19105.0
34,gamma,0.4444444444444444,1,6900.0
31,gamma,0.4444444444444444,2,10280.0
1,gamma,0.4444444444444444,1,10900.0
2,gamma,0.4444444444444444,1,10040.0
9,alpha,0.7777777777777778,1,6495.0
6,alpha,0.3333333333333333,1,7524.0
3,beta,0.8888888888888888,0,12502.0
10,beta,0.4444444444444444,0,8718.0
0,beta,0.8888888888888888,0,14268.0
0,gamma,0.4444444444444444,1,6900.0
51,gamma,0.4444444444444444,2,7900.0
8,alpha,0.3333333333333333,1,11245.0
8,beta,0.7777777777777778,0,9533.0
10,gamma,0.4444444444444444,1,7390.0
5,beta,0.8888888888888888,0,17630.0
5,alpha,0.3333333333333333,1,9497.0
0,gamma,0.4444444444444444,1,6900.0
16,alpha,0.7777777777777778,1,8381.0
37,alpha,0.3333333333333333,1,8027.0
2,alpha,0.3333333333333333,1,18945.0
1,beta,0.8888888888888888,0,18140.0
5,alpha,0.3333333333333333,1,11245.0
3,alpha,0.3333333333333333,1,18945.0
1,alpha,0.4444444444444444,1,10545.0
37,gamma,0.4444444444444444,2,9025.0
3,alpha,0.3333333333333333,1,8962.0
10,alpha,0.7777777777777778,1,6995.0
2,gamma,0.7111111111111111,1,9150.0
3,beta,0.8888888888888888,0,11074.0
8,alpha,0.7777777777777778,1,25345.0
19,gamma,0.4444444444444444,2,11285.0
4,alpha,0.3333333333333333,1,7502.0
4,alpha,0.3333333333333333,1,9798.0
10,alpha,0.7777777777777778,1,7900.0
26,gamma,0.0,0,7900.0
12,alpha,0.3333333333333333,1,9403.0
3,beta,0.4444444444444444,0,11452.0
6,gamma,0.4444444444444444,2,16075.0
14,beta,0.4444444444444444,0,9051.0
45,beta,0.4444444444444444,0,6520.0
26,alpha,0.3333333333333333,1,7502.0
22,alpha,0.7777777777777778,1,8290.0
16,alpha,0.3333333333333333,1,7124.0
10,alpha,0.4444444444444444,1,10227.0
3,beta,0.4444444444444444,0,8697.0
5,beta,0.4444444444444444,0,7427.0
30,beta,0.8888888888888888,0,8044.0
21,alpha,0.3333333333333333,1,9045.0
31,gamma,0.7111111111111111,1,9150.0
1,beta,0.8888888888888888,0,11573.0
35,alpha,0.7777777777777778,1,8027.0
3,gamma,0.4444444444444444,1,7765.0
10,alpha,0.7777777777777778,1,6890.0
25,gamma,0.0,0,7900.0
6,omega,0.4444444444444444,1,19000.0
117,alpha,0.3333333333333333,1,9045.0
17,alpha,0.7777777777777778,1,8290.0
45,alpha,0.3333333333333333,1,6810.0
10,gamma,0.4444444444444444,2,9525.0
3,gamma,0.4444444444444444,2,7870.0
11,gamma,0.4444444444444444,1,10900.0
86,gamma,0.4444444444444444,2,11405.0
10,beta,0.8888888888888888,0,8034.0
8,gamma,0.4444444444444444,2,9395.0
14,beta,0.4444444444444444,0,11504.0
19,alpha,0.3333333333333333,1,9403.0
11,gamma,0.4444444444444444,2,8390.0
11,beta,0.8888888888888888,0,8981.0
114,beta,0.8888888888888888,0,8450.0
6,alpha,0.4444444444444444,1,10545.0
1,gamma,0.4444444444444444,1,7390.0
1,alpha,0.7777777777777778,1,7520.0
1,alpha,0.7777777777777778,1,10799.0
5,gamma,0.4444444444444444,2,10800.0
63,beta,0.4444444444444444,0,6522.0
17,beta,0.4444444444444444,0,6420.0
32,gamma,0.4444444444444444,1,10900.0
1,beta,0.8888888888888888,0,8663.0
16,alpha,0.3333333333333333,1,11245.0
0,alpha,0.7777777777777778,1,8027.0
7,beta,0.4444444444444444,0,6744.0
1,gamma,0.4444444444444444,1,6900.0
8,alpha,0.7777777777777778,1,10799.0
8,beta,0.8888888888888888,0,9884.0
1,gamma,0.4444444444444444,2,8890.0
10,alpha,0.3333333333333333,1,7502.0
6,gamma,0.4444444444444444,1,6870.0
27,alpha,0.3333333333333333,1,7124.0
1,gamma,0.0,0,11875.0
11,alpha,0.3333333333333333,1,11245.0
46,alpha,0.4444444444444444,1,7524.0
4,gamma,0.4444444444444444,2,8390.0
2,alpha,0.3333333333333333,1,9045.0
9,alpha,0.3333333333333333,1,7524.0
1,gamma,0.4444444444444444,1,29185.0
4,alpha,0.7777777777777778,1,12645.0
10,alpha,0.7777777777777778,1,12645.0
65,beta,0.4444444444444444,0,7395.0
8,alpha,0.7777777777777778,1,6995.0
4,beta,0.4444444444444444,0,6375.0
50,alpha,0.3333333333333333,1,9497.0
19,beta,0.4444444444444444,0,9051.0
19,gamma,0.4444444444444444,2,10655.0
19,alpha,0.7777777777777778,1,10545.0
7,gamma,0.4444444444444444,1,7390.0
34,alpha,0.4444444444444444,1,7524.0
24,gamma,0.0,0,8525.0
0,beta,0.8888888888888888,0,10262.0
40,gamma,0.4444444444444444,1,6620.0
8,gamma,0.4444444444444444,2,7620.0
1,omega,0.4444444444444444,1,7950.0
6,omega,0.4444444444444444,1,6870.0
25,beta,0.8888888888888888,0,8200.0
1,gamma,0.4444444444444444,2,16075.0
1,gamma,0.4444444444444444,1,7390.0
28,gamma,0.4444444444444444,1,8025.0
17,alpha,0.3333333333333333,1,7524.0
10,beta,0.4444444444444444,0,11546.0
1,gamma,0.4444444444444444,1,12500.0
4,alpha,0.7777777777777778,1,15377.0
10,gamma,0.4444444444444444,1,6570.0
27,gamma,0.4444444444444444,2,10905.0
25,alpha,0.7777777777777778,1,12645.0
3,alpha,0.7777777777777778,1,14645.0
21,alpha,0.3333333333333333,1,9403.0
19,gamma,0.4444444444444444,1,9905.0
1,alpha,0.7777777777777778,1,7124.0
7,gamma,0.4444444444444444,1,9280.0
4,alpha,0.4444444444444444,1,6785.0
60,alpha,0.4444444444444444,1,7524.0
8,alpha,0.3333333333333333,1,18945.0
2,omega,0.4444444444444444,1,6870.0
5,gamma,0.7111111111111111,2,9900.0
9,gamma,0.4444444444444444,1,9800.0
29,gamma,0.4444444444444444,1,6870.0
25,alpha,0.7777777777777778,1,10799.0
22,alpha,0.3333333333333333,1,7524.0
14,beta,0.4444444444444444,0,10057.0
5,alpha,0.3333333333333333,1,6531.0
8,alpha,0.4444444444444444,1,10227.0
47,gamma,0.4444444444444444,2,11900.0
2,alpha,0.4444444444444444,1,8381.0
15,beta,0.8888888888888888,0,11080.0
9,gamma,0.4444444444444444,1,6900.0
10,alpha,0.3333333333333333,1,9403.0
66,gamma,0.4444444444444444,2,7620.0
18,gamma,0.4444444444444444,1,15075.0
25,gamma,0.4444444444444444,1,6900.0
45,beta,0.8888888888888888,0,8200.0
1,alpha,0.7777777777777778,1,12645.0
11,beta,0.4444444444444444,0,7873.0
11,alpha,0.7777777777777778,1,7150.0
2,beta,0.8888888888888888,0,7863.0
25,alpha,0.3333333333333333,1,7796.0
6,beta,0.8888888888888888,0,15490.0
8,beta,0.4444444444444444,0,8957.0
30,beta,0.8888888888888888,0,10830.0
17,beta,0.8888888888888888,0,8310.0
3,alpha,0.3333333333333333,1,9403.0
18,beta,0.8888888888888888,0,19710.0
9,beta,0.8888888888888888,0,10688.0
160,alpha,0.7777777777777778,1,9235.0
10,gamma,0.4444444444444444,1,10285.0
129,gamma,0.4444444444444444,1,12560.0
14,alpha,0.3333333333333333,1,4990.0
18,gamma,0.4444444444444444,2,11900.0
7,gamma,0.4444444444444444,2,9750.0
22,gamma,0.4444444444444444,1,7640.0
24,gamma,0.4444444444444444,1,10425.0
40,gamma,0.4444444444444444,1,6620.0
16,gamma,0.7111111111111111,1,9150.0
50,gamma,0.4444444444444444,2,8765.0
3,alpha,0.3333333333333333,1,12495.0
17,alpha,0.3333333333333333,1,11245.0
3,gamma,0.4444444444444444,2,11900.0
4,gamma,0.4444444444444444,1,8025.0
3,alpha,0.7777777777777778,1,12645.0
21,alpha,0.3333333333333333,1,7524.0
22,alpha,0.3333333333333333,1,9798.0
25,omega,0.4444444444444444,1,6870.0
26,alpha,0.3333333333333333,1,9403.0
25,alpha,0.7777777777777778,1,9707.0
12,beta,0.4444444444444444,0,7410.0
14,alpha,0.7777777777777778,1,7124.0
6,gamma,0.4444444444444444,1,9800.0
1,alpha,0.0,0,8739.0
12,alpha,0.3333333333333333,1,5495.0
4,alpha,0.3333333333333333,1,5996.0
7,gamma,0.4444444444444444,1,10900.0
10,gamma,0.4444444444444444,1,6900.0
18,alpha,0.7777777777777778,1,10545.0
45,gamma,0.4444444444444444,1,10900.0
8,omega,0.4444444444444444,1,7950.0
6,gamma,0.4444444444444444,1,7390.0
5,alpha,0.3333333333333333,1,7124.0
5,gamma,0.4444444444444444,1,7765.0
23,alpha,0.4444444444444444,1,9799.0
1,gamma,0.4444444444444444,2,7900.0
7,gamma,0.4444444444444444,1,9800.0
2,gamma,0.4444444444444444,1,9530.0
22,alpha,0.3333333333333333,1,9045.0
11,alpha,0.3333333333333333,1,7502.0
11,alpha,0.7777777777777778,1,12500.0
1,alpha,0.7777777777777778,1,12645.0
39,alpha,0.4444444444444444,1,7524.0
37,gamma,0.4444444444444444,2,8500.0
10,alpha,0.3333333333333333,1,9045.0
3,gamma,0.4444444444444444,2,8765.0
21,alpha,0.3333333333333333,1,6524.0
3,alpha,0.3333333333333333,1,8300.0
31,alpha,0.3333333333333333,1,7796.0
1,alpha,0.7777777777777778,1,11072.0
2,beta,0.4444444444444444,0,7413.0
6,alpha,0.3333333333333333,1,11245.0
7,alpha,0.7777777777777778,1,12645.0
18,gamma,0.4444444444444444,2,8765.0
21,alpha,0.3333333333333333,1,9403.0
23,gamma,0.4444444444444444,2,9650.0
35,beta,0.4444444444444444,0,7374.0
4,alpha,0.7777777777777778,1,7124.0
2,alpha,0.3333333333333333,1,12945.0
12,alpha,0.4444444444444444,1,10545.0
3,alpha,0.7777777777777778,1,6495.0
4,alpha,0.7777777777777778,1,10545.0
13,alpha,0.7777777777777778,1,9707.0
9,gamma,0.4444444444444444,1,8525.0
11,alpha,0.3333333333333333,1,9798.0
29,gamma,0.7111111111111111,1,9405.0
65,gamma,0.4444444444444444,1,9150.0
47,alpha,0.3333333333333333,1,12469.0
1,alpha,0.7777777777777778,1,12500.0
3,beta,0.8888888888888888,0,10723.0
8,alpha,0.4444444444444444,1,10227.0
33,alpha,0.3333333333333333,1,6850.0
11,alpha,0.3333333333333333,1,6495.0
2,gamma,0.0,0,9460.0
24,alpha,0.3333333333333333,1,9045.0
2,gamma,0.4444444444444444,1,24145.0
6,alpha,0.3333333333333333,1,6810.0
3,omega,0.4444444444444444,1,30000.0
1,alpha,0.7777777777777778,1,17792.0
15,gamma,0.4444444444444444,1,8525.0
4,gamma,0.4444444444444444,2,7620.0
49,alpha,0.3333333333333333,1,7124.0
2,gamma,0.7111111111111111,1,9150.0
33,gamma,0.4444444444444444,1,8750.0
64,alpha,0.7777777777777778,1,10799.0
25,gamma,0.4444444444444444,2,14000.0
2,alpha,0.4444444444444444,1,7524.0
5,alpha,0.7777777777777778,1,14645.0
15,alpha,0.3333333333333333,1,6531.0
18,alpha,0.7777777777777778,1,7124.0
0,gamma,0.4444444444444444,1,7390.0
4,omega,0.4444444444444444,1,11100.0
7,alpha,0.3333333333333333,1,11245.0
9,alpha,0.7777777777777778,1,8381.0
6,gamma,0.4444444444444444,2,8390.0
