,Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
134,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2007,2007,tonnes,2714053,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
135,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2007,2007,tonnes,816044,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
136,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2008,2008,tonnes,565675,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
137,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2008,2008,tonnes,2928057,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
138,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2008,2008,tonnes,16564,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
139,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2009,2009,tonnes,15499,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
140,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2009,2009,tonnes,3451900,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
141,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2009,2009,tonnes,778714,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
142,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2010,2010,tonnes,756700,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
143,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2010,2010,tonnes,3270531,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
144,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2010,2010,tonnes,37545,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
145,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2011,2011,tonnes,28013,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
146,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2011,2011,tonnes,3187339,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
147,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2011,2011,tonnes,653181,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
148,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2012,2012,tonnes,678840,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
149,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2012,2012,tonnes,2850771,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
150,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2012,2012,tonnes,19427,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
151,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2013,2013,tonnes,19849,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
152,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2013,2013,tonnes,3239557,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
153,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2013,2013,tonnes,875452,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
154,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2014,2014,tonnes,936148,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
155,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2014,2014,tonnes,3139263,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
156,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2014,2014,tonnes,29549,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
157,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2015,2015,tonnes,25291,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
158,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2015,2015,tonnes,3160507,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
159,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2015,2015,tonnes,993338,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
160,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2016,2016,tonnes,1209145,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
161,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2016,2016,tonnes,3241907,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
162,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2016,2016,tonnes,28954,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
163,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2017,2017,tonnes,54173,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
164,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2017,2017,tonnes,3446922,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
165,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2017,2017,tonnes,1257773,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
166,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2018,2018,tonnes,1257773,Fm,Manual Estimation
167,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2018,2018,tonnes,3446922,Fm,Manual Estimation
168,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2018,2018,tonnes,54173,Fm,Manual Estimation
169,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3104,Nutrient potash K2O (total),2019,2019,tonnes,47260,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
170,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2019,2019,tonnes,3505356,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
171,RFN,Fertilizers by Nutrient,165,Pakistan,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2019,2019,tonnes,1099707,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
